Run,Dataset,Classifier,Classifier_accuracy,Classifier_time,DESFH_accuracy,DESFH_time,EnsemblePruneFH_accuracy,EnsemblePruneFH_time,Number_of_hyperboxes,Ensemble_members_removed,n_estimators,overlap_threshold,threshold_remove
5,pima,RandomForestClassifier,0.76042,0.10977,0.76042,1.02989,0.76042,0.42679,747,0,50,0.1,0.01
5,pima,AdaBoostClassifier,0.68229,0.06499,0.70833,2.51742,0.70833,0.57594,788,0,50,0.1,0.01
6,pima,BaggingClassifier,0.8125,0.10298,0.8125,1.06134,0.8125,0.36063,621,0,50,0.1,0.01
6,pima,RandomForestClassifier,0.77083,0.07797,0.77083,1.05663,0.76562,0.37533,624,1,50,0.1,0.01
6,pima,AdaBoostClassifier,0.78646,0.06296,0.71875,2.5544,0.71875,0.5885,792,0,50,0.1,0.01
7,pima,BaggingClassifier,0.77083,0.10153,0.77083,0.94815,0.77083,0.38685,762,0,50,0.1,0.01
7,pima,RandomForestClassifier,0.74479,0.09554,0.74479,1.10672,0.74479,0.43503,761,0,50,0.1,0.01
7,pima,AdaBoostClassifier,0.73958,0.061,0.67708,2.45061,0.67708,0.64285,890,0,50,0.1,0.01
8,pima,BaggingClassifier,0.80729,0.10353,0.80729,1.12742,0.80729,0.49858,753,0,50,0.1,0.01
8,pima,RandomForestClassifier,0.78125,0.06476,0.78125,1.11896,0.78125,0.44999,776,0,50,0.1,0.01
8,pima,AdaBoostClassifier,0.77604,0.07133,0.63021,2.67778,0.63021,0.39377,871,0,50,0.1,0.01
9,pima,BaggingClassifier,0.74479,0.10504,0.74479,0.99291,0.74479,0.20979,465,0,50,0.1,0.01
9,pima,RandomForestClassifier,0.74479,0.06565,0.74479,1.07224,0.74479,0.21,436,1,50,0.1,0.01
9,pima,AdaBoostClassifier,0.67708,0.06578,0.70312,2.44171,0.70833,0.29288,489,3,50,0.1,0.01
10,pima,BaggingClassifier,0.72917,0.11276,0.72917,0.93741,0.72917,0.25033,510,0,50,0.1,0.01
10,pima,RandomForestClassifier,0.72396,0.06198,0.72396,1.06044,0.72396,0.26,516,0,50,0.1,0.01
10,pima,AdaBoostClassifier,0.69271,0.06146,0.68229,2.33012,0.66667,0.397,632,1,50,0.1,0.01
1,pima,BaggingClassifier,0.71354,0.10941,0.71354,1.02505,0.71354,0.40301,684,1,50,0.1,0.05
1,pima,RandomForestClassifier,0.73438,0.07444,0.73438,1.36854,0.73438,0.43193,717,0,50,0.1,0.05
1,pima,AdaBoostClassifier,0.78125,0.07901,0.69792,2.69711,0.69792,0.51866,823,0,50,0.1,0.05
2,pima,BaggingClassifier,0.74479,0.10602,0.74479,1.18591,0.71354,0.35152,581,3,50,0.1,0.05
2,pima,RandomForestClassifier,0.71875,0.07249,0.71875,1.36556,0.72396,0.30743,559,4,50,0.1,0.05
2,pima,AdaBoostClassifier,0.72396,0.081,0.60417,2.83928,0.64062,0.32613,670,5,50,0.1,0.05
3,pima,BaggingClassifier,0.75521,0.10402,0.75521,1.0239,0.75521,0.33663,607,0,50,0.1,0.05
3,pima,RandomForestClassifier,0.75,0.0655,0.75,1.20541,0.75,0.40457,658,0,50,0.1,0.05
3,pima,AdaBoostClassifier,0.76042,0.07042,0.59896,2.82069,0.59896,0.47682,740,0,50,0.1,0.05
4,pima,BaggingClassifier,0.74479,0.10739,0.74479,1.00507,0.74479,0.29346,546,1,50,0.1,0.05
4,pima,RandomForestClassifier,0.75521,0.08883,0.75521,1.21611,0.75521,0.32406,536,0,50,0.1,0.05
4,pima,AdaBoostClassifier,0.77083,0.06847,0.70833,2.74647,0.70833,0.33779,584,0,50,0.1,0.05
5,pima,BaggingClassifier,0.73438,0.10939,0.73438,0.97004,0.73438,0.42297,712,0,50,0.1,0.05
5,pima,RandomForestClassifier,0.76042,0.07459,0.76042,1.14554,0.76042,0.46995,747,0,50,0.1,0.05
5,pima,AdaBoostClassifier,0.68229,0.07386,0.70833,2.67662,0.70833,0.54394,788,0,50,0.1,0.05
6,pima,BaggingClassifier,0.8125,0.1089,0.8125,1.06551,0.8125,0.38402,621,0,50,0.1,0.05
6,pima,RandomForestClassifier,0.77083,0.08401,0.77083,1.28251,0.76562,0.39644,624,1,50,0.1,0.05
6,pima,AdaBoostClassifier,0.78646,0.07502,0.71875,2.7231,0.71875,0.51371,792,0,50,0.1,0.05
7,pima,BaggingClassifier,0.77083,0.11086,0.77083,0.91405,0.77083,0.43561,762,0,50,0.1,0.05
7,pima,RandomForestClassifier,0.74479,0.0655,0.74479,1.19994,0.74479,0.47915,761,0,50,0.1,0.05
7,pima,AdaBoostClassifier,0.73958,0.07958,0.67708,2.69539,0.67708,0.59329,890,0,50,0.1,0.05
8,pima,BaggingClassifier,0.80729,0.11746,0.80729,1.12645,0.80729,0.48449,753,0,50,0.1,0.05
8,pima,RandomForestClassifier,0.78125,0.07015,0.78125,1.3325,0.78125,0.47197,776,0,50,0.1,0.05
8,pima,AdaBoostClassifier,0.77604,0.07224,0.63021,2.77792,0.63021,0.38238,871,0,50,0.1,0.05
9,pima,BaggingClassifier,0.74479,0.1064,0.74479,1.0185,0.74479,0.23002,465,0,50,0.1,0.05
9,pima,RandomForestClassifier,0.74479,0.07201,0.74479,1.10444,0.74479,0.23703,436,1,50,0.1,0.05
9,pima,AdaBoostClassifier,0.67708,0.08333,0.70312,2.64574,0.70833,0.30996,489,3,50,0.1,0.05
10,pima,BaggingClassifier,0.72917,0.12274,0.72917,0.90246,0.72917,0.27257,510,0,50,0.1,0.05
10,pima,RandomForestClassifier,0.72396,0.07219,0.72396,1.08952,0.72396,0.29594,516,0,50,0.1,0.05
10,pima,AdaBoostClassifier,0.69271,0.07748,0.68229,2.58249,0.66667,0.41395,632,1,50,0.1,0.05
1,pima,BaggingClassifier,0.71354,0.10144,0.71354,1.04597,0.71354,0.42802,684,0,50,0.1,0.1
1,pima,RandomForestClassifier,0.73438,0.07869,0.73438,1.30983,0.73438,0.43607,717,0,50,0.1,0.1
1,pima,AdaBoostClassifier,0.78125,0.09993,0.69792,2.73863,0.69792,0.52861,823,0,50,0.1,0.1
2,pima,BaggingClassifier,0.74479,0.0958,0.74479,1.19974,0.74479,0.34649,581,0,50,0.1,0.1
2,pima,RandomForestClassifier,0.71875,0.078,0.71875,1.30632,0.71354,0.30662,559,1,50,0.1,0.1
2,pima,AdaBoostClassifier,0.72396,0.08353,0.60417,2.90238,0.57812,0.34676,670,1,50,0.1,0.1
3,pima,BaggingClassifier,0.75521,0.09944,0.75521,1.01694,0.75521,0.35633,607,0,50,0.1,0.1
3,pima,RandomForestClassifier,0.75,0.08,0.75,1.19793,0.75,0.40048,658,0,50,0.1,0.1
3,pima,AdaBoostClassifier,0.76042,0.07167,0.59896,2.86763,0.59896,0.43342,740,0,50,0.1,0.1
4,pima,BaggingClassifier,0.74479,0.09944,0.74479,1.05143,0.74479,0.31739,546,0,50,0.1,0.1
4,pima,RandomForestClassifier,0.75521,0.07781,0.75521,1.17743,0.75521,0.30739,536,0,50,0.1,0.1
4,pima,AdaBoostClassifier,0.77083,0.07187,0.70833,2.83123,0.70833,0.34686,584,0,50,0.1,0.1
5,pima,BaggingClassifier,0.73438,0.09744,0.73438,1.02284,0.73438,0.43613,712,0,50,0.1,0.1
5,pima,RandomForestClassifier,0.76042,0.07855,0.76042,1.09613,0.76042,0.44632,747,0,50,0.1,0.1
5,pima,AdaBoostClassifier,0.68229,0.07551,0.70833,2.85369,0.70833,0.49695,788,0,50,0.1,0.1
6,pima,BaggingClassifier,0.8125,0.09844,0.8125,1.08144,0.8125,0.40674,621,0,50,0.1,0.1
6,pima,RandomForestClassifier,0.77083,0.07423,0.77083,1.21338,0.77083,0.39224,624,0,50,0.1,0.1
6,pima,AdaBoostClassifier,0.78646,0.06118,0.71875,2.87502,0.71875,0.51433,792,0,50,0.1,0.1
7,pima,BaggingClassifier,0.77083,0.09744,0.77083,0.95358,0.77083,0.46096,762,0,50,0.1,0.1
7,pima,RandomForestClassifier,0.74479,0.07764,0.74479,1.16939,0.74479,0.4558,761,0,50,0.1,0.1
7,pima,AdaBoostClassifier,0.73958,0.07338,0.67708,2.74617,0.67708,0.54619,890,0,50,0.1,0.1
8,pima,BaggingClassifier,0.80729,0.09644,0.80729,1.16157,0.80729,0.51532,753,0,50,0.1,0.1
8,pima,RandomForestClassifier,0.78125,0.07551,0.78125,1.22842,0.78125,0.49574,776,0,50,0.1,0.1
8,pima,AdaBoostClassifier,0.77604,0.07443,0.63021,2.80677,0.63021,0.44339,871,0,50,0.1,0.1
9,pima,BaggingClassifier,0.74479,0.09944,0.74479,1.00267,0.74479,0.26201,465,0,50,0.1,0.1
9,pima,RandomForestClassifier,0.74479,0.07395,0.74479,1.09645,0.74479,0.22403,436,1,50,0.1,0.1
9,pima,AdaBoostClassifier,0.67708,0.07191,0.70312,2.55832,0.70312,0.40873,489,1,50,0.1,0.1
10,pima,BaggingClassifier,0.72917,0.10094,0.72917,0.92604,0.72917,0.31167,510,0,50,0.1,0.1
10,pima,RandomForestClassifier,0.72396,0.07326,0.72396,1.1266,0.72396,0.27254,516,0,50,0.1,0.1
10,pima,AdaBoostClassifier,0.69271,0.07698,0.68229,2.5435,0.66667,0.44234,632,1,50,0.1,0.1
1,pima,BaggingClassifier,0.71354,0.21477,0.71354,2.1426,0.71354,0.74599,1365,22,100,0.01,0.01
1,pima,RandomForestClassifier,0.75,0.14308,0.75,2.84809,0.72917,0.98347,1462,21,100,0.01,0.01
1,pima,AdaBoostClassifier,0.73958,0.13811,0.65104,5.08803,0.66146,0.98626,1663,67,100,0.01,0.01
2,pima,BaggingClassifier,0.73958,0.20586,0.73958,2.37711,0.73958,0.60229,1125,75,100,0.01,0.01
2,pima,RandomForestClassifier,0.77604,0.23685,0.77604,2.79099,0.75521,0.67452,1137,73,100,0.01,0.01
2,pima,AdaBoostClassifier,0.71354,0.13937,0.67708,5.11654,0.34896,0.72413,1335,72,100,0.01,0.01
3,pima,BaggingClassifier,0.73958,0.20435,0.73958,2.12882,0.73958,0.67293,1233,36,100,0.01,0.01
3,pima,RandomForestClassifier,0.75521,0.13334,0.75521,2.53934,0.75521,0.82434,1303,52,100,0.01,0.01
3,pima,AdaBoostClassifier,0.77604,0.14345,0.56771,5.36792,0.70312,0.93871,1510,79,100,0.01,0.01
4,pima,BaggingClassifier,0.75521,0.21141,0.75521,2.18346,0.74479,0.61423,1117,57,100,0.01,0.01
4,pima,RandomForestClassifier,0.75,0.12933,0.75,2.52832,0.75521,0.70075,1083,65,100,0.01,0.01
4,pima,AdaBoostClassifier,0.73438,0.14001,0.70833,5.35754,0.68229,0.70246,1194,72,100,0.01,0.01
5,pima,BaggingClassifier,0.75521,0.20384,0.75521,1.96928,0.77083,0.83092,1420,32,100,0.01,0.01
5,pima,RandomForestClassifier,0.76042,0.12928,0.76042,2.58474,0.76562,0.98369,1460,41,100,0.01,0.01
5,pima,AdaBoostClassifier,0.72396,0.13857,0.71875,5.13853,0.73958,1.05373,1587,42,100,0.01,0.01
6,pima,BaggingClassifier,0.79688,0.21887,0.79688,2.0924,0.79688,0.7151,1232,43,100,0.01,0.01
6,pima,RandomForestClassifier,0.80208,0.11907,0.80208,2.68812,0.79167,0.89653,1276,42,100,0.01,0.01
6,pima,AdaBoostClassifier,0.78646,0.1434,0.76562,5.17746,0.75521,1.07048,1598,77,100,0.01,0.01
7,pima,BaggingClassifier,0.76562,0.20612,0.76562,2.04528,0.75521,0.87205,1544,24,100,0.01,0.01
7,pima,RandomForestClassifier,0.76562,0.18624,0.76562,2.45584,0.75,1.0463,1588,33,100,0.01,0.01
7,pima,AdaBoostClassifier,0.71354,0.13711,0.70833,5.10854,0.67188,1.14169,1791,52,100,0.01,0.01
8,pima,BaggingClassifier,0.8125,0.21271,0.8125,2.38131,0.80208,1.20791,1516,36,100,0.01,0.01
8,pima,RandomForestClassifier,0.79167,0.17817,0.79167,2.58993,0.80729,0.89857,1510,33,100,0.01,0.01
8,pima,AdaBoostClassifier,0.77083,0.14001,0.63021,5.15155,0.65104,0.85266,1767,50,100,0.01,0.01
9,pima,BaggingClassifier,0.76042,0.20558,0.76042,1.98938,0.75,0.45905,908,59,100,0.01,0.01
9,pima,RandomForestClassifier,0.75,0.13513,0.75,2.3458,0.74479,0.42054,877,68,100,0.01,0.01
9,pima,AdaBoostClassifier,0.64062,0.14143,0.69792,5.32812,0.69271,0.60878,1005,76,100,0.01,0.01
10,pima,BaggingClassifier,0.74479,0.20742,0.74479,1.85628,0.72917,0.5873,1040,12,100,0.01,0.01
10,pima,RandomForestClassifier,0.72396,0.13133,0.72396,2.31968,0.71875,0.54665,1026,11,100,0.01,0.01
10,pima,AdaBoostClassifier,0.6875,0.14628,0.65104,5.23458,0.52083,0.81356,1298,28,100,0.01,0.01
1,pima,BaggingClassifier,0.71354,0.19102,0.71354,2.05721,0.71354,0.73142,1365,22,100,0.01,0.05
1,pima,RandomForestClassifier,0.75,0.12954,0.75,2.55763,0.72917,0.85318,1462,21,100,0.01,0.05
1,pima,AdaBoostClassifier,0.73958,0.22149,0.65104,5.04151,0.66146,0.92499,1663,67,100,0.01,0.05
2,pima,BaggingClassifier,0.73958,0.19148,0.73958,2.23564,0.73958,0.57384,1125,75,100,0.01,0.05
2,pima,RandomForestClassifier,0.77604,0.13263,0.77604,2.46331,0.75521,0.58616,1137,73,100,0.01,0.05
2,pima,AdaBoostClassifier,0.71354,0.13575,0.67708,5.22741,0.34896,0.73027,1335,72,100,0.01,0.05
3,pima,BaggingClassifier,0.73958,0.19718,0.73958,1.9815,0.73958,0.66221,1233,36,100,0.01,0.05
3,pima,RandomForestClassifier,0.75521,0.12348,0.75521,2.27147,0.75521,0.70821,1303,52,100,0.01,0.05
3,pima,AdaBoostClassifier,0.77604,0.13924,0.56771,5.31482,0.70312,0.9501,1510,79,100,0.01,0.05
4,pima,BaggingClassifier,0.75521,0.20454,0.75521,2.07628,0.74479,0.59205,1117,57,100,0.01,0.05
4,pima,RandomForestClassifier,0.75,0.13,0.75,2.30555,0.75521,0.58747,1083,65,100,0.01,0.05
4,pima,AdaBoostClassifier,0.73438,0.12902,0.70833,5.31215,0.68229,0.66333,1194,72,100,0.01,0.05
5,pima,BaggingClassifier,0.75521,0.19502,0.75521,1.85977,0.77083,0.7866,1420,32,100,0.01,0.05
5,pima,RandomForestClassifier,0.76042,0.13012,0.76042,2.1668,0.76562,0.84701,1460,41,100,0.01,0.05
5,pima,AdaBoostClassifier,0.72396,0.14087,0.71875,5.16776,0.73438,0.98711,1587,41,100,0.01,0.05
6,pima,BaggingClassifier,0.79688,0.19451,0.79688,2.04566,0.79688,0.70579,1232,43,100,0.01,0.05
6,pima,RandomForestClassifier,0.80208,0.12175,0.80208,2.37188,0.79167,0.75952,1276,42,100,0.01,0.05
6,pima,AdaBoostClassifier,0.78646,0.13771,0.76562,5.16272,0.64583,1.00657,1598,73,100,0.01,0.05
7,pima,BaggingClassifier,0.76562,0.20103,0.76562,1.93079,0.76562,0.84231,1544,23,100,0.01,0.05
7,pima,RandomForestClassifier,0.76562,0.12954,0.76562,2.26945,0.75,0.91549,1588,33,100,0.01,0.05
7,pima,AdaBoostClassifier,0.71354,0.13707,0.70833,4.94617,0.67708,1.0526,1791,45,100,0.01,0.05
8,pima,BaggingClassifier,0.8125,0.20103,0.8125,2.24511,0.80208,0.87597,1516,36,100,0.01,0.05
8,pima,RandomForestClassifier,0.79167,0.12984,0.79167,2.4157,0.80729,0.9959,1510,33,100,0.01,0.05
8,pima,AdaBoostClassifier,0.77083,0.13578,0.63021,5.06559,0.65104,0.80914,1767,45,100,0.01,0.05
9,pima,BaggingClassifier,0.76042,0.19703,0.76042,1.93409,0.75,0.42502,908,59,100,0.01,0.05
9,pima,RandomForestClassifier,0.75,0.12984,0.75,2.00566,0.74479,0.46137,877,68,100,0.01,0.05
9,pima,AdaBoostClassifier,0.64062,0.14106,0.69792,5.14416,0.69271,0.58136,1005,76,100,0.01,0.05
10,pima,BaggingClassifier,0.74479,0.20103,0.74479,1.76766,0.72917,0.52756,1040,12,100,0.01,0.05
10,pima,RandomForestClassifier,0.72396,0.13735,0.72396,2.03911,0.71875,0.5625,1026,11,100,0.01,0.05
10,pima,AdaBoostClassifier,0.6875,0.13714,0.65104,5.07092,0.52083,0.81386,1298,28,100,0.01,0.05
1,pima,BaggingClassifier,0.71354,0.19436,0.71354,2.16162,0.71354,0.86031,1365,1,100,0.01,0.1
1,pima,RandomForestClassifier,0.75,0.13963,0.75,2.39447,0.74479,0.83,1462,3,100,0.01,0.1
1,pima,AdaBoostClassifier,0.73958,0.13799,0.65104,5.11206,0.67188,1.02294,1663,28,100,0.01,0.1
2,pima,BaggingClassifier,0.73958,0.19664,0.73958,2.32603,0.72396,0.68859,1125,42,100,0.01,0.1
2,pima,RandomForestClassifier,0.77604,0.12422,0.77604,2.3624,0.75,0.60104,1137,44,100,0.01,0.1
2,pima,AdaBoostClassifier,0.71354,0.14474,0.67708,5.14855,0.34896,0.8068,1335,42,100,0.01,0.1
3,pima,BaggingClassifier,0.73958,0.19461,0.73958,2.07816,0.74479,0.80001,1233,13,100,0.01,0.1
3,pima,RandomForestClassifier,0.75521,0.13352,0.75521,2.15698,0.76562,0.73015,1303,20,100,0.01,0.1
3,pima,AdaBoostClassifier,0.77604,0.1344,0.56771,5.24293,0.69792,1.00698,1510,51,100,0.01,0.1
4,pima,BaggingClassifier,0.75521,0.19811,0.75521,2.2083,0.74479,0.69998,1117,31,100,0.01,0.1
4,pima,RandomForestClassifier,0.75,0.13755,0.75,2.21298,0.73958,0.58104,1083,39,100,0.01,0.1
4,pima,AdaBoostClassifier,0.73438,0.13238,0.70833,5.12665,0.65104,0.79439,1194,48,100,0.01,0.1
5,pima,BaggingClassifier,0.75521,0.19611,0.75521,1.96497,0.76042,0.91933,1420,3,100,0.01,0.1
5,pima,RandomForestClassifier,0.76042,0.13213,0.76042,2.0785,0.76562,0.83265,1460,7,100,0.01,0.1
5,pima,AdaBoostClassifier,0.72396,0.13496,0.71875,5.12006,0.72396,1.13456,1587,6,100,0.01,0.1
6,pima,BaggingClassifier,0.79688,0.21036,0.79688,2.15838,0.8125,0.82369,1232,9,100,0.01,0.1
6,pima,RandomForestClassifier,0.80208,0.13376,0.80208,2.24391,0.80208,0.74944,1276,12,100,0.01,0.1
6,pima,AdaBoostClassifier,0.78646,0.13644,0.76562,5.00084,0.66667,1.13525,1598,44,100,0.01,0.1
7,pima,BaggingClassifier,0.76562,0.19762,0.76562,2.05079,0.76562,0.97895,1544,3,100,0.01,0.1
7,pima,RandomForestClassifier,0.76562,0.1276,0.76562,2.15862,0.75521,0.91641,1588,4,100,0.01,0.1
7,pima,AdaBoostClassifier,0.71354,0.13918,0.70833,4.9211,0.6875,1.17118,1791,9,100,0.01,0.1
8,pima,BaggingClassifier,0.8125,0.20584,0.8125,2.34704,0.8125,1.02154,1516,7,100,0.01,0.1
8,pima,RandomForestClassifier,0.79167,0.13002,0.79167,2.31058,0.79167,0.88624,1510,5,100,0.01,0.1
8,pima,AdaBoostClassifier,0.77083,0.13529,0.63021,5.24117,0.65625,0.81139,1767,5,100,0.01,0.1
9,pima,BaggingClassifier,0.76042,0.20835,0.76042,1.99453,0.76042,0.48005,908,50,100,0.01,0.1
9,pima,RandomForestClassifier,0.75,0.19841,0.75,1.89922,0.75521,0.43037,877,55,100,0.01,0.1
9,pima,AdaBoostClassifier,0.64062,0.13668,0.69792,4.96791,0.47917,0.67391,1005,56,100,0.01,0.1
10,pima,BaggingClassifier,0.74479,0.19884,0.74479,1.88814,0.72396,0.59047,1040,8,100,0.01,0.1
10,pima,RandomForestClassifier,0.72396,0.19842,0.72396,1.96642,0.71875,0.48699,1026,9,100,0.01,0.1
10,pima,AdaBoostClassifier,0.6875,0.13513,0.65104,4.96104,0.64583,0.85453,1298,7,100,0.01,0.1
1,pima,BaggingClassifier,0.71354,0.19684,0.71354,2.02098,0.71354,0.74068,1365,3,100,0.05,0.01
1,pima,RandomForestClassifier,0.75,0.12974,0.75,2.43596,0.74479,0.81303,1462,1,100,0.05,0.01
1,pima,AdaBoostClassifier,0.73958,0.13683,0.65104,5.18285,0.53646,0.92402,1663,11,100,0.05,0.01
2,pima,BaggingClassifier,0.73958,0.18181,0.73958,2.25808,0.72917,0.5592,1125,22,100,0.05,0.01
2,pima,RandomForestClassifier,0.77604,0.13448,0.77604,2.3324,0.76562,0.57913,1137,20,100,0.05,0.01
2,pima,AdaBoostClassifier,0.71354,0.13923,0.67708,5.2746,0.35938,0.69698,1335,36,100,0.05,0.01
3,pima,BaggingClassifier,0.73958,0.18783,0.73958,2.05312,0.73438,0.6432,1233,5,100,0.05,0.01
3,pima,RandomForestClassifier,0.75521,0.13436,0.75521,2.18344,0.76562,0.70234,1303,10,100,0.05,0.01
3,pima,AdaBoostClassifier,0.77604,0.1356,0.56771,5.35345,0.75,0.89556,1510,21,100,0.05,0.01
4,pima,BaggingClassifier,0.75521,0.20226,0.75521,2.10851,0.77083,0.58892,1117,16,100,0.05,0.01
4,pima,RandomForestClassifier,0.75,0.13907,0.75,2.18736,0.75,0.56476,1083,11,100,0.05,0.01
4,pima,AdaBoostClassifier,0.73438,0.1365,0.70833,5.3092,0.68229,0.69469,1194,8,100,0.05,0.01
5,pima,BaggingClassifier,0.75521,0.19183,0.75521,1.82578,0.75,0.76701,1420,4,100,0.05,0.01
5,pima,RandomForestClassifier,0.76042,0.12941,0.76042,2.04374,0.75521,0.84533,1460,2,100,0.05,0.01
5,pima,AdaBoostClassifier,0.72396,0.12954,0.71875,5.20265,0.72396,0.99748,1587,5,100,0.05,0.01
6,pima,BaggingClassifier,0.79688,0.20176,0.79688,2.0469,0.80208,0.6656,1232,4,100,0.05,0.01
6,pima,RandomForestClassifier,0.80208,0.13,0.80208,2.24527,0.79688,0.74874,1276,2,100,0.05,0.01
6,pima,AdaBoostClassifier,0.78646,0.13172,0.76562,5.15835,0.68229,0.96551,1598,22,100,0.05,0.01
7,pima,BaggingClassifier,0.76562,0.18833,0.76562,1.91238,0.76562,0.85079,1544,2,100,0.05,0.01
7,pima,RandomForestClassifier,0.76562,0.13224,0.76562,2.17804,0.77604,0.90369,1588,4,100,0.05,0.01
7,pima,AdaBoostClassifier,0.71354,0.1359,0.70833,5.06585,0.6875,1.08595,1791,5,100,0.05,0.01
8,pima,BaggingClassifier,0.8125,0.19923,0.8125,2.21222,0.81771,0.84463,1516,1,100,0.05,0.01
8,pima,RandomForestClassifier,0.79167,0.12262,0.79167,2.28456,0.78646,0.87547,1510,3,100,0.05,0.01
8,pima,AdaBoostClassifier,0.77083,0.17544,0.63021,5.25095,0.65104,0.81996,1767,1,100,0.05,0.01
9,pima,BaggingClassifier,0.76042,0.19521,0.76042,1.89845,0.75,0.43631,908,13,100,0.05,0.01
9,pima,RandomForestClassifier,0.75,0.13167,0.75,1.95762,0.76042,0.42979,877,22,100,0.05,0.01
9,pima,AdaBoostClassifier,0.64062,0.13299,0.69792,5.16087,0.42708,0.5943,1005,34,100,0.05,0.01
10,pima,BaggingClassifier,0.74479,0.1932,0.74479,1.80631,0.74479,0.54301,1040,1,100,0.05,0.01
10,pima,RandomForestClassifier,0.72396,0.13062,0.72396,1.93836,0.72396,0.51023,1026,3,100,0.05,0.01
10,pima,AdaBoostClassifier,0.6875,0.1397,0.65104,5.1597,0.67188,0.8166,1298,5,100,0.05,0.01
1,pima,BaggingClassifier,0.71354,0.20103,0.71354,2.02645,0.71354,0.79998,1365,3,100,0.05,0.05
1,pima,RandomForestClassifier,0.75,0.1216,0.75,2.44801,0.74479,0.90282,1462,1,100,0.05,0.05
1,pima,AdaBoostClassifier,0.73958,0.13973,0.65104,5.06225,0.53646,0.976,1663,11,100,0.05,0.05
2,pima,BaggingClassifier,0.73958,0.19226,0.73958,2.36422,0.72917,0.57416,1125,22,100,0.05,0.05
2,pima,RandomForestClassifier,0.77604,0.12752,0.77604,2.47447,0.76562,0.60085,1137,20,100,0.05,0.05
2,pima,AdaBoostClassifier,0.71354,0.13206,0.67708,5.18087,0.35938,0.72844,1335,36,100,0.05,0.05
3,pima,BaggingClassifier,0.73958,0.18353,0.73958,2.04242,0.73438,0.73998,1233,5,100,0.05,0.05
3,pima,RandomForestClassifier,0.75521,0.13647,0.75521,2.23673,0.76562,0.74525,1303,10,100,0.05,0.05
3,pima,AdaBoostClassifier,0.77604,0.14041,0.56771,5.3414,0.75,0.92781,1510,21,100,0.05,0.05
4,pima,BaggingClassifier,0.75521,0.20253,0.75521,2.09745,0.77083,0.66008,1117,16,100,0.05,0.05
4,pima,RandomForestClassifier,0.75,0.13054,0.75,2.21236,0.75,0.61692,1083,11,100,0.05,0.05
4,pima,AdaBoostClassifier,0.73438,0.13555,0.70833,5.22471,0.68229,0.66496,1194,8,100,0.05,0.05
5,pima,BaggingClassifier,0.75521,0.19499,0.75521,1.89592,0.75,0.84402,1420,4,100,0.05,0.05
5,pima,RandomForestClassifier,0.76042,0.1399,0.76042,2.13489,0.75521,0.8911,1460,2,100,0.05,0.05
5,pima,AdaBoostClassifier,0.72396,0.13912,0.71875,5.13853,0.72396,1.00278,1587,5,100,0.05,0.05
6,pima,BaggingClassifier,0.79688,0.20102,0.79688,2.10649,0.80208,0.76011,1232,4,100,0.05,0.05
6,pima,RandomForestClassifier,0.80208,0.12903,0.80208,2.36297,0.79688,0.78179,1276,2,100,0.05,0.05
6,pima,AdaBoostClassifier,0.78646,0.13399,0.76562,5.11094,0.6875,0.97642,1598,19,100,0.05,0.05
7,pima,BaggingClassifier,0.76562,0.19248,0.76562,1.9785,0.76562,0.93446,1544,2,100,0.05,0.05
7,pima,RandomForestClassifier,0.76562,0.13002,0.76562,2.18897,0.77604,0.97206,1588,4,100,0.05,0.05
7,pima,AdaBoostClassifier,0.71354,0.13475,0.70833,4.98445,0.6875,1.04041,1791,3,100,0.05,0.05
8,pima,BaggingClassifier,0.8125,0.19851,0.8125,2.32894,0.81771,0.89203,1516,1,100,0.05,0.05
8,pima,RandomForestClassifier,0.79167,0.12983,0.79167,2.423,0.78646,0.90037,1510,3,100,0.05,0.05
8,pima,AdaBoostClassifier,0.77083,0.1315,0.63021,5.16191,0.65104,0.81592,1767,1,100,0.05,0.05
9,pima,BaggingClassifier,0.76042,0.19348,0.76042,1.83995,0.75,0.50576,908,13,100,0.05,0.05
9,pima,RandomForestClassifier,0.75,0.12598,0.75,2.02153,0.76042,0.44887,877,22,100,0.05,0.05
9,pima,AdaBoostClassifier,0.64062,0.14164,0.69792,5.07882,0.42708,0.69853,1005,34,100,0.05,0.05
10,pima,BaggingClassifier,0.74479,0.1975,0.74479,1.8055,0.74479,0.60705,1040,1,100,0.05,0.05
10,pima,RandomForestClassifier,0.72396,0.13006,0.72396,1.92659,0.72396,0.53979,1026,3,100,0.05,0.05
10,pima,AdaBoostClassifier,0.6875,0.13984,0.65104,5.04577,0.67188,0.90938,1298,5,100,0.05,0.05
1,pima,BaggingClassifier,0.71354,0.19864,0.71354,2.1419,0.71354,0.76451,1365,0,100,0.05,0.1
1,pima,RandomForestClassifier,0.75,0.14659,0.75,2.53391,0.75,0.85219,1462,0,100,0.05,0.1
1,pima,AdaBoostClassifier,0.73958,0.21931,0.65104,4.96411,0.65104,1.05477,1663,0,100,0.05,0.1
2,pima,BaggingClassifier,0.73958,0.20118,0.73958,2.38451,0.74479,0.62214,1125,7,100,0.05,0.1
2,pima,RandomForestClassifier,0.77604,0.14018,0.77604,2.52733,0.76042,0.57962,1137,5,100,0.05,0.1
2,pima,AdaBoostClassifier,0.71354,0.13978,0.67708,5.23345,0.64062,0.72148,1335,4,100,0.05,0.1
